Area KmSq,Perimeter m,Latitude,Longitude,ID,Town,Tree Count,Ash,Atlantic white cedar,Basswood,Beech,Birch,Black gum/sweet gum,Cedar/juniper,Cherry,Chestnut,Dogwood,Elm,Fir,Hemlock,Hickory,Ironwood,Maple,Oak,Other hardwood,Pine,Poplar,Tulip poplar,Spruce,Sycamore,Tamarack,Walnut
116.022,43600.66316,43.8733,-72.3617,162,Strafford,77,2,0,5,34,6,0,0,0,0,0,2,0,8,0,0,18,0,0,0,0,0,1,0,0,1
117.518,43552.20253,43.85,-72.67,163,Bethel,139,2,0,2,57,12,0,0,0,0,0,3,0,31,0,1,20,0,0,0,0,0,11,0,0,0
108.045,42167.94031,43.84,-71.81,164,Rumney,572,13,0,3,186,48,0,0,1,0,0,5,11,98,0,1,36,16,4,17,0,0,126,2,0,5
122.414,48388.83664,43.805,-73.2967,165,Orwell,426,31,0,10,112,7,0,2,0,0,0,7,0,57,4,33,93,21,0,49,0,0,0,0,0,0
103.786,41506.31143,43.7883,-72.4567,166,Sharon,371,12,0,9,151,48,0,0,0,0,0,11,0,49,0,3,67,9,1,3,0,0,2,2,0,4
119.54,44165.88487,43.77,-71.98,167,Dorcheste,180,0,0,0,60,23,0,0,0,0,0,1,9,16,0,0,13,0,2,0,0,0,56,0,0,0
116.749,46242.328,43.752,-72.324,168,Nor'ichVT,176,4,0,4,34,14,1,0,0,0,0,5,0,68,1,0,22,4,2,16,0,0,0,0,0,1
125.558,44781.90243,43.73,-72.626,169,Barnard,506,10,0,16,155,50,0,0,1,0,0,5,0,96,0,4,104,1,2,0,0,0,54,0,0,8
115.248,44526.60581,43.7217,-73.3117,170,Benson,676,41,0,14,225,18,0,0,1,0,0,14,0,148,8,34,128,18,0,24,0,0,0,0,0,3
123.411,46771.94512,43.71,-72.21,171,Hanover,472,15,0,23,182,25,0,0,0,0,0,8,1,105,0,6,74,4,0,9,2,0,15,0,0,3
74.2791,34769.19934,43.7067,-73.175,172,Hubbardto,437,15,0,4,199,32,0,8,0,0,0,3,0,97,0,6,46,13,0,11,3,0,0,0,0,0
120.345,45109.92425,43.6675,-72.3858,173,Hartford,85,0,0,1,20,4,1,0,0,0,0,1,0,22,0,0,15,8,0,10,0,0,1,0,0,2
101.586,53084.57167,43.6467,-72.9083,174,Mendon,188,6,0,0,73,38,0,0,0,0,0,0,3,20,0,1,14,0,4,0,0,0,29,0,0,0
129.033,45747.92187,43.62,-72.67,175,Bridgewat,245,5,0,4,112,7,0,0,0,0,0,0,0,35,0,1,44,0,1,0,0,0,36,0,0,0
116.144,43918.46617,43.596,-72.556,176,WoodstkVT,130,4,0,7,50,7,0,0,0,0,0,3,0,26,0,7,21,0,0,0,0,0,4,0,0,1
136.836,47854.77052,43.53,-73.19,177,Poultney,653,23,0,14,382,29,0,0,1,0,0,5,0,38,7,25,95,26,1,4,1,0,2,0,0,0
81.9572,38212.38447,43.5333,-72.99,178,Clarendon,517,17,0,19,193,37,0,0,0,0,0,32,0,63,0,20,102,9,3,6,0,0,5,1,2,8
108.098,42049.28249,43.5017,-72.5867,179,Reading,332,8,0,8,142,20,0,0,1,0,0,1,1,45,0,10,55,0,2,0,0,0,36,0,0,3
91.3739,38428.40387,43.4517,-73.07,180,Tinmouth,182,2,0,7,94,9,0,0,0,0,0,4,0,4,0,2,45,0,1,0,0,0,12,0,0,2
68.4381,34280.27103,43.428,-73.203,181,Wells,742,34,0,36,332,49,0,0,0,0,0,14,0,41,11,22,74,77,3,39,3,0,3,0,2,2
112.686,43453.42447,43.3624,-73.422,182,Hartford,116,7,0,10,34,1,0,0,0,0,0,5,0,33,0,1,24,1,0,0,0,0,0,0,0,0
112.739,46968.78266,43.38,-72.34,183,Claremont,133,3,0,0,44,4,0,0,0,0,0,2,0,38,1,1,14,4,0,18,0,0,4,0,0,0
113.854,42826.86425,43.37,-72.21,184,Newport,491,13,0,0,191,17,0,0,0,0,0,7,1,139,0,8,36,0,0,11,1,0,67,0,0,0
113.424,42610.84699,43.3467,-73.1733,185,Pawlet,819,32,0,22,405,41,0,4,1,0,0,9,0,55,8,38,147,36,1,6,4,0,6,4,0,0
106.426,41258.1801,43.3517,-73.0367,186,Danby,180,2,0,7,82,9,0,0,3,0,0,1,0,3,0,5,30,0,6,0,0,0,32,0,0,0
144.861,48544.73947,43.289,-72.618,187,Ch_trVT_,228,4,0,6,68,24,0,0,0,0,0,6,0,78,0,0,26,1,1,1,0,0,11,1,0,1
126.063,45613.14959,43.29,-72.48,188,Springfie,84,1,0,2,22,6,0,0,0,0,0,1,0,27,0,1,19,1,0,3,0,0,1,0,0,0
97.3005,42455.18781,43.295,-72.2583,189,Unity,153,0,0,4,99,8,0,0,0,0,0,2,1,22,0,2,4,1,0,1,0,0,9,0,0,0
117.355,43188.37721,43.267,-73.183,190,Rupert,241,6,0,2,146,4,0,0,0,0,0,2,0,0,1,2,65,6,4,0,2,0,1,0,0,0
113.666,42864.6679,43.1717,-71.8217,191,Henniker,152,0,0,0,68,3,0,0,0,1,0,0,0,32,0,0,18,17,0,9,0,0,4,0,0,0
109.861,42008.29395,43.17,-73.1983,192,Sandgate,275,11,0,7,95,36,0,0,0,0,0,0,0,0,2,3,45,62,0,1,3,0,8,0,0,2
109.519,41790.09788,43.18,-73.0767,193,Mancheste,119,1,0,2,44,11,0,0,0,0,0,5,0,13,0,2,18,3,0,0,0,0,20,0,0,0
113.378,43557.68358,43.1667,-72.9333,194,Winhall,144,0,0,0,69,14,0,0,0,0,0,0,3,23,0,0,6,0,3,0,0,0,25,0,1,0
57.2,40771.48375,43.0957,-75.675,195,Oneida Ca,421,40,0,26,125,23,0,7,0,0,0,22,0,67,8,12,65,8,4,2,0,2,0,6,0,4
67.778,35831.60519,43.14,-72.235,196,Marlow,909,10,0,7,295,91,0,0,0,0,0,1,10,225,0,0,92,4,3,20,5,0,146,0,0,0
112.454,45696.92991,43.065,-72.6583,197,Townshend,149,5,0,1,57,7,0,0,0,0,0,1,0,50,0,3,17,1,0,0,0,0,7,0,0,0
106.815,41277.6074,43.077,-73.218,198,Arlington,573,10,0,6,209,52,0,0,2,19,0,5,0,4,1,24,79,137,5,3,4,0,6,2,0,5
117.55,43230.84915,43.085,-73.0483,199,Sunderlan,219,0,0,0,62,40,0,0,4,0,0,0,6,19,0,0,12,1,2,0,2,0,71,0,0,0
40.465,28306.34938,43.0231,-72.3293,200,Surry _ro,119,0,0,0,25,14,0,0,2,0,0,3,0,39,0,0,25,7,2,2,0,0,0,0,0,0
97.4791,45762.78603,42.95,-72.31,201,Upper Ash,650,11,0,7,96,77,0,0,4,0,0,5,3,195,0,2,68,36,1,98,13,0,32,0,0,2
120.519,43955.47163,42.8913,-73.078,202,Woodford,73,0,0,0,18,13,0,0,0,0,0,0,0,14,0,0,9,0,0,0,0,0,19,0,0,0
124.066,47419.84631,42.8893,-72.4607,203,Chesterfi,124,2,0,0,30,9,0,0,2,2,0,1,0,36,0,0,18,13,2,8,0,0,1,0,0,0
104.12,40820.65598,42.88,-72.8917,204,Wilmingto,584,6,0,2,170,57,0,0,0,0,0,2,9,123,0,1,123,0,0,0,0,0,91,0,0,0
104.613,40901.13902,42.877,-72.747,205,Marlboro,772,20,0,2,292,44,0,0,2,0,0,0,0,199,0,0,112,21,6,1,0,0,73,0,0,0
118.786,47200.5749,42.8562,-72.2912,206,Lower Ash,440,7,0,10,58,30,0,0,0,3,0,0,2,117,0,0,46,74,0,87,2,0,4,0,0,0
79.9069,38901.10125,42.86,-72.623,207,Brattlebo,108,1,0,3,29,6,0,0,0,7,0,0,0,33,0,0,17,6,0,4,1,0,0,0,0,1
116.076,44990.77739,42.765,-73.478,208,Roxboroug,575,36,0,20,162,53,0,0,4,0,0,4,0,110,5,7,75,62,0,19,2,0,16,0,0,0
102.704,40535.84519,42.784,-72.868,209,Whitingha,529,13,0,0,182,47,0,0,1,0,0,0,1,124,0,0,83,0,1,0,0,0,77,0,0,0
106.302,41249.76747,42.779,-72.7458,210,Halifax,111,3,0,2,30,6,0,0,0,0,0,0,0,38,0,0,20,1,1,0,0,0,10,0,0,0
47.2476,35796.79757,42.7526,-72.52815,211,Vernon _H,74,0,0,0,0,1,0,0,3,14,0,5,0,9,2,0,9,21,0,8,2,0,0,0,0,0
120.987,45284.19808,42.755,-71.92,212,New Ipswi,126,4,0,1,66,3,0,0,0,0,0,0,0,26,0,0,14,0,0,1,2,0,9,0,0,0
121.417,46811.22336,42.6933,-73.2317,213,West Hoos,517,23,0,20,195,39,0,0,7,5,0,15,0,20,3,20,80,70,3,12,0,0,1,0,1,3
112.768,46462.51911,42.685,-72.716,214,Colrain,165,5,0,1,59,9,0,0,1,4,0,1,0,56,2,0,22,2,1,0,1,0,0,0,0,1
130.168,49265.39077,42.665,-73.3667,215,BerlinNY,718,35,0,42,240,62,0,0,6,0,0,8,0,46,2,18,185,24,1,0,2,0,45,1,1,0
91.6004,47936.41832,42.685,-72.45,216,Northfiel,89,1,0,0,0,3,0,0,0,6,0,2,0,3,4,0,2,51,0,15,0,0,2,0,0,0
120.322,48784.96974,42.6817,-72.1917,217,Royalston,198,4,0,0,28,6,0,0,1,0,0,2,2,48,0,0,35,12,0,36,8,0,8,0,8,0
128.438,47601.4186,42.6767,-72.05,218,Winchendo,146,1,0,0,31,5,1,0,2,0,0,1,0,37,0,0,21,0,0,38,0,0,6,0,3,0
33.1675,29235.50059,42.64,-70.9412,219,Topsfield,125,3,0,0,0,0,0,0,0,0,0,8,0,0,11,0,4,88,1,4,6,0,0,0,0,0
79.8372,36514.62649,42.58,-72.91,220,Hawley _N,100,4,0,0,48,7,0,0,0,0,0,0,0,24,0,3,11,0,0,0,0,0,3,0,0,0
127.171,46816.91734,42.555,-73.4183,221,Stephenst,308,15,0,12,97,31,0,0,4,6,0,2,0,42,4,7,44,14,0,7,2,0,18,0,3,0
120.582,50761.86,42.55,-71.92,222,Westminis,245,15,0,0,47,15,0,0,0,22,0,1,0,58,0,1,27,19,5,18,6,0,11,0,0,0
105.89,41413.69064,42.53,-73.23,223,Lanesboro,109,5,0,4,31,16,0,0,0,0,0,6,0,21,0,0,25,1,0,0,0,0,0,0,0,0
104.559,40867.15196,42.52,-72.82,224,Ashfield,464,18,0,6,175,30,0,0,1,17,0,5,4,114,0,3,70,8,0,0,1,0,12,0,0,0
76.8757,42140.50144,42.525,-71.7767,225,Leominste,254,4,0,0,1,5,1,0,0,24,0,2,0,6,5,1,14,151,0,35,5,0,0,0,0,0
108.577,42234.37555,42.482,-72.0033,226,HubstnMA,74,5,0,0,5,4,0,0,2,0,0,0,0,6,0,0,9,9,0,28,4,0,2,0,0,0
92.7969,42770.19664,42.4583,-71.8767,227,Princeton,426,24,0,1,28,16,1,0,7,56,0,2,0,25,5,1,32,112,0,93,18,0,2,0,0,3
109.989,42081.74212,42.45,-73.28,228,Pontoosuc,185,13,0,5,51,12,0,0,0,9,0,2,0,51,2,6,18,4,0,4,2,0,1,0,5,0
66.9762,36151.2625,42.4557,-71.3617,229,ConcrdMA,343,0,0,0,0,2,0,0,0,12,0,4,0,0,60,0,9,197,0,59,0,0,0,0,0,0
115.559,43270.91579,42.4233,-72.1033,230,Barre,50,5,0,0,1,1,0,0,0,4,0,1,0,4,1,0,3,22,0,6,2,0,0,0,0,0
52.1215,28776.15021,42.435,-71.6107,231,BoltonMA,186,0,0,0,0,4,0,0,0,4,0,1,0,0,10,0,2,134,0,30,1,0,0,0,0,0
112.677,46529.05954,42.3783,-71.97,232,RutldMA,91,9,0,0,4,1,0,0,0,15,0,0,0,10,1,0,7,32,0,9,2,0,1,0,0,0
113.599,46518.93057,42.355,-71.86,233,Holden,535,6,0,0,5,26,0,0,1,36,0,3,0,37,10,1,34,227,0,133,12,0,0,1,3,0
55.1419,31547.33767,42.3483,-72.0467,234,Oakham,192,2,0,0,0,1,1,0,0,17,0,0,0,3,9,0,1,137,0,15,5,0,0,1,0,0
146.28,53198.68824,42.29,-73.07,235,Becket,774,27,0,0,370,36,0,0,0,0,0,5,1,222,1,5,52,3,0,5,0,0,47,0,0,0
41.42,30240.0822,42.287,-71.3572,236,Natick,105,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,84,0,6,1,0,0,0,0,0
170.156,52822.76021,42.2502,-73.5265,237,Hillsdale,115,1,0,1,3,2,0,0,3,22,0,0,0,3,10,0,5,52,0,9,1,0,0,2,0,1
118.517,51633.20654,42.2235,-71.5442,238,Hopkinton,93,1,0,0,0,2,0,0,0,6,0,0,0,0,3,0,0,68,3,9,1,0,0,0,0,0
60.4376,33550.86031,42.203,-71.6823,239,Grafton,343,3,0,2,0,9,0,0,1,8,0,6,0,0,8,0,10,202,0,82,12,0,0,0,0,0
48.8267,33252.31368,42.17,-73.44,240,Egremont,216,9,0,3,0,3,0,0,1,28,0,1,0,5,17,1,6,102,1,35,4,0,0,0,0,0
137.2,51774.44276,42.115,-73.1217,241,Sandisfie,858,38,0,10,406,47,0,0,0,13,0,6,0,227,4,3,87,5,0,8,1,1,2,0,0,0
114.015,45945.21527,42.1317,-71.9728,242,Charleton,651,0,0,1,0,11,0,0,0,107,0,0,0,4,29,0,7,403,0,73,16,0,0,0,0,0
124.067,47562.5541,42.1,-73.24,243,New Marlb,943,54,0,12,218,52,0,0,0,63,0,2,4,121,22,30,99,160,0,91,10,1,2,0,0,2
100.844,49121.31782,42.099,-72.0847,244,SturbMA,435,15,0,0,0,8,0,0,0,48,0,1,0,21,23,0,11,238,0,60,8,0,0,0,0,2
57.9872,31625.23065,42.09,-73.46,245,Mount Was,613,3,0,1,16,71,0,0,1,194,0,0,0,51,6,7,46,185,2,25,5,0,0,0,0,0
74.9764,43796.88195,42.1185,-70.7233,246,Marshfiel,96,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,6,61,0,21,0,0,1,0,0,0
56.1356,43341.43317,42.0163,-70.062,247,Truro,425,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,233,1,186,0,1,0,0,0,0
155.802,55465.41513,41.9918,-73.428,248,SalisbCT,1603,77,0,2,5,87,0,0,2,236,0,15,0,37,263,3,39,701,2,68,33,1,20,0,0,12
120.007,46021.86097,41.9757,-73.1973,249,Norfolk,1175,42,0,15,474,86,0,0,3,49,0,1,3,294,8,12,118,43,0,20,1,0,6,0,0,0
85.2521,37561.92675,41.9828,-73.0828,250,Colebrook,180,4,0,2,83,12,0,0,0,2,0,1,0,49,0,2,21,3,0,0,0,0,0,0,0,1
111.392,47047.71752,42.0008,-72.68917,251,Suffield,280,5,0,0,0,0,0,0,0,11,0,5,0,0,17,3,14,188,0,30,4,1,1,0,0,1
88.5368,39476.17671,41.979,-72.559,252,Enfield,343,9,0,0,0,1,0,0,0,8,0,6,0,2,3,0,4,222,0,87,0,0,1,0,0,0
152.165,51101.92365,41.9872,-72.3045,253,Stafford,714,24,0,0,0,14,2,0,2,62,0,5,0,12,29,0,37,483,0,30,14,0,0,0,0,0
77.3362,36085.96828,41.996,-72.1657,254,Union com,122,6,0,0,0,2,0,0,0,17,0,0,0,7,7,0,5,51,0,21,2,0,4,0,0,0
160.075,50726.69349,41.9772,-72.02967,255,WoodskCT,250,7,0,0,1,6,1,0,0,12,0,0,0,7,25,2,6,169,0,6,7,0,1,0,0,0
100.261,41375.40494,41.9293,-72.9633,256,Barkhamst,94,4,0,0,31,3,0,0,0,2,0,0,0,36,0,0,8,7,0,2,1,0,0,0,0,0
86.8445,45162.74784,41.8997,-72.2582,257,Willingto,532,26,2,2,0,13,5,0,3,38,0,3,0,13,25,0,15,372,1,3,11,0,0,0,0,0
154.694,51711.73151,41.8563,-73.448,258,SharonCT,1328,67,0,7,8,41,0,0,1,185,0,12,0,9,197,1,32,727,6,6,14,3,3,0,4,5
120.241,52023.12824,41.86,-73.3373,259,CornwlCT,605,42,0,10,10,38,0,0,2,68,0,4,0,37,64,4,31,252,2,28,6,0,0,0,0,7
104.194,42703.91884,41.8813,-72.3727,260,Tolland,385,7,0,0,0,3,0,0,0,30,0,2,0,1,37,0,4,281,0,12,8,0,0,0,0,0
117.079,46113.21306,41.8465,-73.2297,261,GoshenCT,1180,72,0,18,292,103,0,0,2,144,0,5,0,156,20,17,149,117,0,20,9,3,41,0,0,12
105.235,46043.09342,41.873,-71.9985,262,Pomfret,156,4,0,0,0,2,0,0,0,8,0,1,0,0,11,0,3,111,5,10,0,1,0,0,0,0
104.396,46883.83917,41.8303,-73.1137,263,Torringto,59,6,0,0,5,5,0,0,0,6,0,1,0,8,4,1,7,14,0,0,0,0,1,0,0,1
98.5679,41368.0305,41.8512,-73.0012,264,New Hartf,136,2,0,1,4,6,0,0,0,17,0,0,0,10,7,0,5,77,0,2,2,1,0,0,0,2
143.093,54964.87256,41.7798,-72.2092,265,MansfCT,1056,34,0,4,0,16,12,0,3,59,0,6,0,0,82,2,45,775,1,10,6,0,1,0,0,0
60.1803,56354.47294,41.75,-71.21,266,Swansea_D,492,28,5,0,5,23,13,0,1,9,0,4,0,0,51,1,36,293,1,20,0,1,0,1,0,0
93.4697,43254.27737,41.7377,-70.8313,267,RochtrMA,113,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,50,0,48,0,0,0,0,0,0
80.5822,36038.08432,41.76,-73.064,268,Harwinton,67,3,0,1,1,0,0,0,0,7,0,0,0,2,7,1,2,39,0,1,3,0,0,0,0,0
15.8904,23179.03425,41.72,-71.3,269,Barringto,427,25,1,0,4,21,8,0,1,5,0,4,0,0,44,1,31,261,1,19,0,0,0,1,0,0
111.599,47366.45041,41.6933,-71.8957,270,PlafdCT,751,9,1,3,2,9,0,0,0,4,0,10,0,0,55,0,26,584,3,36,7,0,0,2,0,0
104.221,48124.1763,41.6948,-72.0043,271,CntbryCT,859,9,1,6,0,21,0,0,2,31,0,0,0,5,70,5,16,649,2,24,12,0,0,0,0,6
148.814,57322.44403,41.6935,-72.5508,272,Glastonbu,197,2,0,1,0,7,0,0,0,20,0,1,0,0,31,0,0,121,0,12,1,0,1,0,0,0
158.588,108021.793,41.6803,-70.3505,273,Barnstabl,261,0,6,0,0,0,7,0,0,0,0,0,0,0,4,0,3,117,1,123,0,0,0,0,0,0
45.1692,45485.12511,41.6747,-70.8257,274,Mattapois,2245,11,6,0,13,16,0,0,0,1,0,0,0,0,60,26,180,1156,3,746,7,0,20,0,0,0
78.6816,46396.99912,41.6053,-71.1748,275,Tiverton,684,5,2,0,23,0,7,0,1,0,0,0,0,8,100,1,39,449,2,40,2,0,3,2,0,0
118.401,94325.187,41.5987,-70.5898,276,FalmthMA,156,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,92,3,42,0,0,0,0,0,0
174.115,70486.04425,41.57,-72.36,277,ColcstCT,534,13,0,0,0,17,3,0,1,40,0,1,0,0,69,0,25,351,0,2,10,2,0,0,0,0
58.4009,35618.39902,41.5267,-71.163,278,L Compton,214,2,0,0,11,3,2,0,0,0,0,0,0,0,26,2,6,159,3,0,0,0,0,0,0,0
146.618,50618.55772,41.48,-72.4,279,East Hadd,599,7,0,0,1,9,4,0,0,78,0,0,0,0,110,0,8,374,2,2,4,0,0,0,0,0
119.883,45777.37904,41.4612,-72.546,280,Haddam,272,2,0,1,1,2,0,0,0,25,0,0,0,0,51,2,8,178,0,0,2,0,0,0,0,0
61.5724,35146.71045,41.4713,-72.68167,281,Durham,902,17,0,3,25,26,6,0,0,153,0,3,0,2,134,5,72,419,14,7,1,4,0,1,0,10
120.412,98842.96609,41.273,-70.05,282,Nantucket,47,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,22,1,0,0,6,0,0,0,0
82.9785,38977.37275,41.3,-73.39,283,Reading,501,18,0,4,3,24,0,0,5,67,0,5,0,1,45,0,18,298,1,0,2,0,0,1,0,9
254.738,113036.5352,40.7005,-73.8055,284,Jamacia,51,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,38,0,0,0,0,0,0,0,0
94.3033,52586.86949,43.835,-73.185,285,Whiting_S,173,16,0,5,41,12,0,3,0,0,0,6,0,27,1,8,28,4,2,19,1,0,0,0,0,0
119.743,44978.54822,42.23,-73.21,286,Tyringham,248,9,0,1,92,16,0,0,0,2,0,0,0,84,0,0,16,2,0,3,0,0,23,0,0,0
109.654,42184.86049,42.31,-73.35,287,Stockbrid,226,13,0,1,34,12,0,0,0,8,0,3,0,40,5,6,47,26,0,19,6,3,1,0,1,1
137.892,50865.04957,42.6617,-73.115,288,East Hoos,90,3,0,3,34,11,0,0,0,2,0,1,0,6,0,0,15,8,0,1,2,0,4,0,0,0
166.016,58458.17387,42.63,-72.32,289,WarwckMA,53,1,0,0,13,4,0,0,0,8,0,0,0,12,0,0,7,4,0,4,0,0,0,0,0,0
131.164,51036.59327,42.595,-72.215,290,Athol,281,6,0,0,14,12,0,0,3,20,0,3,0,49,0,0,20,46,0,99,6,0,0,0,3,0
127.273,44979.88331,42.57,-72.08,291,Templeton,202,5,0,0,35,10,0,0,1,11,0,3,0,49,0,0,36,7,1,33,6,0,4,0,1,0
149.56,60892.40793,42.6017,-71.7733,292,Lunenburg,106,0,0,0,5,2,1,0,2,13,0,3,0,6,1,1,11,34,0,23,4,0,0,0,0,0
236.393,68703.67631,42.6157,-71.5833,293,GrotnMA,293,5,0,0,0,0,0,0,0,7,0,1,0,0,10,1,3,149,1,114,1,0,1,0,0,0
255.407,65945.9106,42.2463,-72.1163,294,BkfldMA,1335,13,0,1,1,9,1,0,1,73,0,5,0,7,62,0,35,984,1,121,15,0,6,0,0,0
109.781,47464.49991,42.3068,-71.7225,295,ShrewMA,676,8,0,0,0,9,0,0,0,59,0,10,0,2,37,0,12,357,0,168,14,0,0,0,0,0
101.743,46622.00458,42.48,-72.3233,296,New Salem,63,0,0,0,0,1,0,0,0,9,0,1,0,0,2,0,0,20,0,25,0,0,5,0,0,0
117.874,43238.98194,42.48,-72.19,297,Petersham,359,12,0,0,15,15,0,0,0,35,0,0,0,35,4,0,35,112,0,81,15,0,0,0,0,0
422.424,194162.1733,41.63,-70.99,298,Dartmouth,2062,31,42,0,19,52,0,0,2,0,0,0,0,8,163,7,219,1027,12,400,28,0,48,4,0,0
122.778,154194.8288,41.847,-69.9808,299,Eastham,624,0,5,0,3,0,10,0,0,0,0,0,0,0,14,0,0,345,0,232,1,14,0,0,0,0
124.321,49036.31772,41.722,-70.062,300,Harwich,85,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,49,0,31,0,0,0,0,0,0
121.2,88639.56744,41.6955,-70.1858,301,Yarmouth,548,0,12,0,0,2,18,0,0,0,0,0,0,0,3,0,0,130,0,383,0,0,0,0,0,0
191.778,81146.76164,41.7262,-70.5308,302,Sandwich,82,0,0,0,1,0,3,0,0,0,0,0,0,0,6,0,0,58,0,14,0,0,0,0,0,0
120.629,67170.4805,42.18,-70.8,303,Scituate,513,27,2,0,37,24,0,0,1,0,0,12,0,5,32,7,79,227,0,32,1,0,26,0,0,1
326.782,80287.06761,42.11,-71.58,304,MendonMA,1117,25,18,1,0,21,0,0,1,49,0,2,0,4,0,6,69,798,0,109,11,1,0,1,0,1
215.168,67160.54136,42.0555,-71.3628,305,Wrentham,76,2,1,0,0,0,0,0,0,5,0,1,0,0,6,0,0,46,2,12,1,0,0,0,0,0
238.491,86248.66564,42.24,-71.24,306,Dedham_Ne,116,1,1,0,0,2,3,0,0,8,0,3,0,0,7,0,12,69,2,7,1,0,0,0,0,0
62.0013,32985.44762,42.49,-71.57,307,Harvard,166,0,0,0,0,2,0,0,0,5,0,0,0,0,14,0,2,124,1,15,3,0,0,0,0,0
77.9631,40167.86253,42.42,-71.51,308,Stow,602,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,13,365,1,197,9,0,1,0,0,0
108.075,45758.78458,42.3772,-71.397,309,SudbyMA,142,1,0,0,0,4,1,0,0,0,0,0,0,0,10,0,2,97,0,23,3,0,1,0,0,0
80.3267,49209.75692,42.7182,-70.9278,310,Rowley,54,0,0,3,0,5,0,0,0,0,0,0,0,0,7,0,1,32,0,3,3,0,0,0,0,0
123.525,70477.52307,42.7932,-70.898,311,NewbryMA,92,3,0,1,0,1,0,0,0,0,0,1,0,1,9,0,2,68,3,1,2,0,0,0,0,0
86.9025,92453.14905,42.6297,-70.6725,312,Glouceste,370,1,0,0,12,12,8,0,0,0,0,1,0,95,6,0,18,139,0,78,0,0,0,0,0,0
66.9258,41522.73156,42.3117,-73.2383,313,Lee,388,19,0,11,86,18,0,0,1,12,0,13,0,104,5,14,53,27,2,14,1,2,1,1,0,4
49.5089,32532.23985,42.39,-73.37,314,Mount Eph,90,3,0,2,20,9,0,0,0,15,0,1,0,6,1,0,17,14,0,2,0,0,0,0,0,0
55.9499,36808.52645,42.3782,-73.2723,315,Yokumtown,163,3,0,3,22,20,0,0,0,31,0,0,0,13,5,3,30,31,0,1,0,1,0,0,0,0
124.956,48089.54258,42.12,-73.3617,316,Sheffield,2367,168,0,35,77,68,0,0,1,105,0,68,0,187,102,20,97,858,3,467,44,2,43,8,3,11
154.057,64887.41014,42.2033,-73.3633,317,Great Bar,136,6,0,0,7,3,0,0,0,8,0,7,0,15,4,0,9,49,0,17,4,1,2,3,0,1
69.3705,39681.67478,42.46,-72.42,318,Shutesbur,188,6,0,0,28,10,0,0,0,28,0,0,0,19,4,0,7,63,1,19,2,0,1,0,0,0
84.2533,39423.94611,42.55,-72.41,319,Wendell,131,13,0,0,32,9,0,0,1,14,0,0,0,26,4,0,10,11,0,5,3,0,3,0,0,0
48.3712,32551.03106,42.2593,-72.5862,320,South Had,288,5,0,1,0,1,0,0,0,7,0,1,0,4,11,0,2,155,0,95,4,0,1,0,0,1
72.7893,33920.80497,42.268,-72.5042,321,Granby,904,13,2,2,0,12,0,0,0,78,0,4,0,0,65,1,28,480,0,196,12,0,7,0,3,1
38.5822,26840.01363,42.4667,-72.5583,322,SunderMA,115,5,0,0,1,2,0,0,0,6,0,1,0,3,7,0,4,59,0,25,2,0,0,0,0,0
59.8514,31643.33396,42.48,-72.49,323,Leverett,156,7,0,0,0,2,0,0,0,12,0,0,0,0,9,3,6,99,0,11,3,0,3,1,0,0
95.1173,54240.83706,42.63,-72.58,324,Greenfiel,111,10,0,6,0,3,1,0,0,6,0,0,0,12,4,0,4,38,0,18,1,0,8,0,0,0
80.9351,42000.13082,42.545,-72.5183,325,Montague,165,4,0,1,0,0,0,0,0,21,0,0,0,3,11,0,2,91,0,26,2,0,3,1,0,0
318.185,85087.03215,42.11,-72.24,326,Brimfield,2040,46,1,6,0,49,0,0,2,260,0,5,0,11,193,0,71,1145,2,195,43,2,3,0,6,0
84.2956,48141.36536,42.185,-72.3007,327,Palmer,914,16,0,0,0,21,0,0,0,72,0,0,0,4,71,0,11,454,4,248,12,0,1,0,0,0
231.338,81456.20646,42.2,-71.38,328,Sherborn_,71,1,1,0,0,0,0,0,0,5,0,0,0,0,2,0,2,41,0,18,1,0,0,0,0,0
396.284,140057.9758,41.44,-71.7067,329,Westerly,216,3,0,0,0,3,0,0,0,9,0,0,0,0,22,0,22,138,0,18,1,0,0,0,0,0
136.323,49714.17533,41.9793,-73.3112,330,CananCT,1698,66,0,45,0,27,0,0,1,206,0,0,0,174,178,58,2,719,7,168,30,2,1,0,0,14
129.405,50524.2003,41.66,-72.3737,331,Hebron,646,14,0,2,1,10,0,0,2,69,0,3,0,0,87,0,16,434,0,0,8,0,0,0,0,0
121.902,53228.87309,41.7823,-72.3475,332,Coventry,669,12,1,0,0,6,0,0,8,55,0,3,0,6,111,0,5,435,2,9,15,0,0,0,0,1
194.61,58295.34586,41.6325,-72.2453,333,Lebn_Colu,528,20,0,4,0,5,3,0,0,62,0,3,0,0,83,0,13,322,1,1,10,1,0,0,0,0
