Area KmSq,Perimeter m,Latitude,Longitude,ID,Town,Tree Count,Ash,Atlantic white cedar,Basswood,Beech,Birch,Black gum/sweet gum,Cedar/juniper,Cherry,Chestnut,Dogwood,Elm,Fir,Hemlock,Hickory,Ironwood,Maple,Oak,Other hardwood,Pine,Poplar,Tulip poplar,Spruce,Sycamore,Tamarack,Walnut
153.727,53385.27587,41.87,-72.86,334,Simsbury,534,9,0,1,4,2,1,0,0,38,0,6,0,0,55,5,17,298,2,78,5,0,11,0,0,2
135.501,69424.60169,41.35,-72.56,335,KilwthCT,4477,120,2,3,84,91,36,0,2,677,0,21,0,0,520,1,305,2565,3,0,0,37,1,1,0,8
178.234,56381.15804,41.8922,-72.1412,336,Ashford,429,12,1,4,0,9,0,0,0,34,0,0,0,6,28,5,6,314,0,4,6,0,0,0,0,0
243.253,75456.8485,41.3597,-72.279,337,Lyme,2916,41,0,3,25,128,12,0,1,310,0,2,0,1,504,0,90,1772,5,0,0,8,6,3,0,5
193.52,72320.50201,41.366,-72.4587,338,Saybrook,264,3,0,0,1,4,1,0,0,20,0,0,0,0,39,0,14,182,0,0,0,0,0,0,0,0
177.934,75477.29853,41.56,-71.96,339,Preston,488,20,0,0,2,3,1,0,0,20,0,0,0,0,24,3,20,388,0,5,2,0,0,0,0,0
187.971,74103.52154,41.41,-72.03,340,GrotonCT,359,6,0,0,4,14,1,0,0,19,0,1,0,0,35,1,12,253,3,5,0,4,0,0,0,1
166.485,62886.48965,41.5,-72.8,341,WalngCT,556,22,0,3,17,7,0,0,0,50,0,7,0,0,78,1,28,333,5,0,0,5,0,0,0,0
178.463,65486.88992,41.5455,-72.6775,342,MidtwnCT,73,2,1,0,3,0,0,0,0,7,0,5,0,0,5,0,2,44,1,1,0,1,0,1,0,0
156.357,69147.46423,41.17,-73.44,343,Norwalk,443,5,0,0,6,8,2,0,0,53,0,3,0,0,73,0,8,274,2,0,1,5,1,0,0,2
126.584,70474.4287,41.33,-72.78,344,Branford,297,14,1,1,18,12,2,0,0,39,0,1,0,0,38,0,12,143,0,1,0,13,0,1,0,1
244.524,93003.70028,41.4183,-71.8783,345,Stoningto,849,14,1,0,8,25,0,0,0,30,0,1,0,0,36,0,32,685,0,13,1,0,3,0,0,0
160.746,59348.08,41.4,-73.1,346,DerbyCT,159,5,0,0,0,5,0,0,0,19,0,1,0,0,28,0,12,86,0,0,0,2,1,0,0,0
110.919,48823.18121,41.3722,-72.136,347,N London,348,6,1,0,5,10,3,0,0,21,0,0,0,1,45,1,25,220,1,4,0,4,0,1,0,0
132.481,55355.42715,41.713,-72.1588,348,Windham,858,22,4,2,0,15,2,0,3,68,0,0,0,0,72,1,21,634,0,4,8,1,0,0,0,1
143.587,53085.22992,41.87,-72.57,349,East Wind,77,1,0,0,0,1,0,0,0,7,0,1,0,0,5,0,2,48,0,3,7,0,2,0,0,0
258.534,73076.27191,41.5725,-72.1078,350,NorwichCT,448,11,0,0,3,8,0,0,0,17,0,1,0,0,59,0,11,330,0,3,1,0,1,0,0,3
173.349,70090.65232,41.63,-71.82,351,Voluntown,757,16,9,0,4,14,4,0,2,63,0,1,0,4,34,0,16,510,1,73,4,1,1,0,0,0
309.538,88344.52286,41.91,-71.86,352,KilglyCT,1164,7,1,0,0,12,0,0,1,29,0,4,0,6,41,0,14,928,0,116,5,0,0,0,0,0
395.391,87669.00309,41.56,-73.24,353,Woodbury,1595,11,0,3,11,43,0,0,1,197,0,1,0,0,266,1,16,1022,3,3,8,3,1,0,0,5
209.238,60414.42546,41.73,-73.2,354,Litchfiel,593,34,0,7,3,20,0,0,10,45,0,22,0,7,43,5,39,318,0,16,16,0,0,0,0,8
235.324,68205.57126,41.74,-73.41,355,Kent,176,7,0,0,1,5,1,0,0,29,0,6,0,4,5,0,8,105,0,1,0,3,0,0,0,1
370.14,78550.96962,41.59,-73.06,356,WatrburyC,2821,33,0,3,2,30,4,0,0,315,0,10,0,0,257,0,51,2086,4,1,20,0,2,1,0,2
289.003,105699.8721,41.21,-73.31,357,Fairfield,122,1,0,0,0,9,0,0,0,16,0,1,0,0,10,0,1,79,3,0,0,0,1,0,0,1
230.274,76478.03597,41.57,-73.41,358,New Milfo,2853,68,0,12,5,46,5,0,4,329,0,18,0,3,459,6,41,1772,4,7,37,2,13,14,0,8
172.134,62038.04545,41.41,-73.31,359,Newtown,278,7,0,1,3,8,0,0,0,30,0,0,0,0,36,0,4,178,3,1,2,0,3,0,0,2
194.396,112258.8219,41.4433,-71.5233,360,S Kingsto,54,1,0,0,0,1,0,0,1,1,0,0,0,0,4,0,7,35,0,3,0,0,0,1,0,0
34.3971,30288.49574,42.2395,-71.0845,361,MiltonMA,67,0,0,0,0,1,0,0,0,1,0,1,0,0,13,1,3,44,0,1,1,0,0,1,0,0
23.3796,25806.6957,42.2926,-71.1283,362,Roxbury,162,4,0,0,1,4,0,0,0,0,0,0,0,0,24,3,4,117,0,3,2,0,0,0,0,0
27.8046,29591.75937,42.34,-71.11,363,Boston,122,3,3,0,0,3,1,0,0,2,0,2,0,0,26,0,6,74,0,2,0,0,0,0,0,0
267.227,75343.00378,42.11,-72.78,364,Westfield,166,1,0,0,13,4,0,0,0,10,0,1,0,10,4,0,9,90,0,21,1,0,1,0,0,1
527.872,94113.55663,42.13,-72.53,365,Springfie,827,11,0,1,1,6,2,0,0,25,0,2,0,0,23,0,10,515,0,204,17,0,5,1,1,3
383.631,90056.63023,41.95,-71.12,366,Taunton,530,9,15,0,8,12,21,0,0,3,0,4,0,0,23,0,52,334,3,42,4,0,0,0,0,0
280.454,80255.14737,41.8783,-70.8973,367,Middlebor,2210,58,51,0,45,44,8,0,1,0,0,5,0,1,51,10,275,1173,6,250,42,25,164,1,0,0
97.2968,62186.93207,42.3955,-71.1587,368,CambrMA b,130,2,0,0,0,3,0,0,0,0,0,0,0,0,11,1,1,101,1,9,1,0,0,0,0,0
75.5124,38640.69848,42.48,-71.17,369,Woburn,91,1,0,0,0,7,0,0,0,0,0,0,0,0,3,0,11,53,1,14,1,0,0,0,0,0
162.07,65718.63995,42.5552,-71.2595,370,Billerica,998,7,2,0,0,8,1,0,0,0,0,0,0,0,18,0,69,543,6,322,5,0,17,0,0,0
194.652,65802.67562,42.59,-71.38,371,Chelmsfor,938,1,0,0,0,4,0,0,0,1,0,3,0,0,90,1,8,701,0,120,8,0,1,0,0,0
91.3091,45769.61525,42.46,-71.69,372,Lancaster,198,0,0,0,0,1,0,0,0,9,0,2,0,1,5,0,0,148,0,31,1,0,0,0,0,0
203.849,108189.6285,42.57,-70.91,373,Salem,1030,16,0,0,18,52,0,0,0,0,0,4,0,91,40,3,81,505,1,208,9,0,1,1,0,0
222.277,67497.88127,42.0007,-70.9763,374,BdgwatMA,2038,52,31,0,21,76,34,0,0,0,0,28,0,2,59,10,237,1358,0,112,5,1,12,0,0,0
186.823,81118.25257,42.06,-70.78,375,DuxbyMA,240,3,1,0,2,4,0,0,0,0,0,1,0,4,12,2,25,149,0,22,0,0,15,0,0,0
534.999,138296.1418,41.9,-70.6817,376,PlymthMA,722,4,6,0,3,8,1,0,0,0,0,0,0,0,35,1,48,439,2,137,4,2,32,0,0,0
180.86,56548.17924,42.2407,-71.9508,377,Leicester,306,21,4,0,8,29,0,0,0,57,0,1,0,39,0,0,17,96,0,33,0,0,1,0,0,0
115.411,46203.15212,42.2805,-71.808,378,Worcester,240,2,2,1,0,4,0,0,0,8,0,4,0,4,8,1,10,175,0,18,3,0,0,0,0,0
138.64,59074.62996,42.15,-71.77,379,SuttonMA,136,5,0,0,0,0,0,0,0,6,0,1,0,0,5,0,4,94,0,19,1,1,0,0,0,0
125.969,64067.33802,42.56,-71.13,380,ReadnMA,113,4,1,0,0,2,0,0,0,0,0,2,0,1,7,0,17,45,0,33,0,0,1,0,0,0
94.2146,67026.04616,42.48,-71,381,Lynn,113,0,2,0,0,1,0,0,0,0,0,1,0,0,7,0,6,77,0,16,2,1,0,0,0,0
178.109,120879.8834,41.396,-70.5993,382,Edgartown,68,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,52,0,11,0,1,0,0,0,0
85.0898,44833.62464,41.81,-72.45,383,BoltonCT,445,4,4,0,4,9,1,0,0,60,0,1,0,0,61,1,4,255,1,32,8,0,0,0,0,0
178.257,60026.32519,42.79,-72.05,384,Rindge_ro,95,3,0,0,11,12,0,0,0,3,0,0,0,30,0,0,11,1,1,17,1,0,5,0,0,0
127.564,60553.87547,43.2483,-72.3817,385,Charlesto,113,4,0,1,10,17,0,0,0,5,0,0,0,18,2,0,7,24,0,23,1,0,0,0,0,1
115.302,43203.99541,43.4,-72.6,386,Cavendish,61,2,0,1,19,5,0,0,0,0,0,2,0,11,0,2,10,0,0,0,0,0,9,0,0,0
110.934,43940.39104,44.285,-72.52,387,Montpelie,186,2,0,7,46,9,0,0,0,0,0,4,4,41,0,2,52,0,0,0,0,0,19,0,0,0
99.9948,77855.04261,44.5467,-73.1767,388,Colcheste,264,14,0,10,67,13,0,7,0,0,0,5,0,5,1,8,52,18,1,52,6,0,0,1,1,3
71.1047,56711.0246,44.46,-73.19,389,Burlingto,240,7,0,5,62,19,0,4,0,0,0,6,0,20,1,9,29,16,1,40,1,0,14,0,5,1
110.437,48666.29088,44.478,-72.969,390,Jericho,341,5,0,6,193,20,0,0,0,0,0,5,0,22,0,11,50,0,1,9,2,0,17,0,0,0
101.681,47730.81644,44.523,-73.056,391,Essex,205,13,0,6,87,9,0,1,0,0,0,6,0,22,0,6,16,7,0,22,3,0,6,0,0,1
103.691,40553.32476,44.4067,-72.8617,392,Bolton,153,2,0,0,41,23,0,0,2,0,0,1,4,4,0,1,18,1,8,0,0,0,47,0,0,1
101.704,42337.76649,44.5533,-72.9167,393,Underhill,246,6,0,1,141,10,0,0,0,0,0,3,0,14,0,0,30,0,2,0,0,0,39,0,0,0
104.767,41384.19108,44.4933,-72.8017,394,Mansfield,193,3,0,2,97,20,0,0,0,0,0,8,0,18,0,1,21,0,0,0,0,0,22,0,0,1
113.222,45148.75071,43.9317,-72.205,395,Fairlee,239,2,0,4,97,6,0,0,0,0,0,1,5,76,0,9,37,2,0,0,0,0,0,0,0,0
133.86,59686.54743,44.2167,-73.2433,396,Ferrisbur,104,12,0,4,29,2,0,1,1,0,0,2,0,9,1,4,16,8,0,11,1,0,3,0,0,0
44.3464,30972.46613,44.14,-73.32,397,Panton,196,16,0,3,56,1,0,1,1,0,0,7,0,8,4,10,20,36,1,32,0,0,0,0,0,0
115.56,42794.37256,43.653,-72.806,398,Killingto,48,0,0,0,20,0,0,0,0,0,0,0,1,8,0,0,6,0,0,0,0,0,13,0,0,0
104.281,42866.05412,44.2596,-72.7198,399,Moretown,780,8,0,8,318,67,0,0,0,0,0,5,12,105,0,4,112,0,4,0,0,0,137,0,0,0
119.713,44230.04929,44.2383,-72.23,400,Groton,941,19,0,7,253,121,0,2,0,0,0,0,42,148,0,8,107,0,5,2,0,0,227,0,0,0
80.598,54229.07652,44.64,-71.62,401,Maidstone,130,4,0,2,45,18,0,0,0,0,0,0,4,17,0,0,13,0,0,1,0,0,26,0,0,0
116.394,45556.02061,43.0534,-72.514,402,Westm_ste,746,5,0,17,246,45,0,0,4,13,0,7,0,233,0,0,116,23,1,32,2,0,0,0,0,2
81.1252,39794.52519,42.995,-72.54,403,Putney,255,3,0,8,48,21,0,0,0,1,0,0,0,104,0,0,37,19,0,11,2,0,1,0,0,0
114.298,42826.29841,43.069,-72.938,404,Somerset,93,0,0,0,26,14,0,0,0,0,0,0,7,9,0,0,12,0,0,0,0,0,25,0,0,0
123.141,45068.79426,43.515,-72.865,405,Shrewsbur,642,11,0,3,253,93,0,0,2,0,0,0,14,43,0,1,70,1,4,0,0,0,147,0,0,0
127.152,45849.61894,43.53,-72.7233,406,Plymouth,567,10,0,3,221,53,0,0,2,0,0,2,5,74,0,3,95,4,2,1,0,0,89,0,0,3
162.259,53071.14322,43.191,-72.763,407,Londonder,203,1,0,0,42,36,0,0,0,0,0,1,1,58,0,0,12,0,1,0,0,0,51,0,0,0
112.547,43194.05991,43.351,-72.965,408,Mt_Tabor,204,5,0,3,71,6,0,0,0,0,0,12,0,63,2,2,29,1,0,2,1,0,4,0,0,3
123.423,45049.3839,43.2567,-73.0567,409,Dorset,431,10,0,11,226,17,0,0,0,0,0,17,0,5,1,1,111,8,9,1,0,0,12,0,0,2
102.18,40416.56706,44.405,-72.295,410,Cabot,82,0,0,1,23,8,0,3,0,0,0,0,12,4,0,1,17,0,0,0,0,0,13,0,0,0
128.975,48460.04969,44.11,-73.18,411,New Haven,388,20,0,13,154,11,0,5,0,0,0,15,0,60,2,10,55,11,0,31,0,0,0,1,0,0
259.728,64594.9084,42.63,-75.95,412,Solon,109,0,0,3,71,6,0,0,0,0,0,3,0,8,0,3,15,0,0,0,0,0,0,0,0,0
265.704,65364.80153,42.65,-76.14,413,Homer,110,0,0,1,82,3,0,0,0,0,0,1,0,0,1,2,17,1,1,0,1,0,0,0,0,0
259.03,64331.80097,42.63,-76.37,414,Locke,114,11,0,3,69,0,0,0,0,0,0,1,0,2,1,3,22,1,0,1,0,0,0,0,0,0
244.702,62477.77785,42.79,-75.965,415,Fabius,89,3,0,1,57,0,0,0,0,0,0,0,0,4,1,0,23,0,0,0,0,0,0,0,0,0
260.032,64447.84048,42.8,-76.17,416,Tully,116,1,0,1,78,1,0,0,0,0,0,2,0,2,0,2,28,1,0,0,0,0,0,0,0,0
270.178,66347.88538,42.77,-76.385,417,Semproniu,141,1,0,2,88,3,0,0,0,2,0,0,0,13,0,0,21,8,0,1,2,0,0,0,0,0
252.899,96954.34327,43.19,-76.14,418,Cicero,167,17,0,7,59,10,0,0,0,0,0,8,0,23,4,1,21,4,0,8,0,0,0,1,3,1
251.099,90879.19808,43.21217,-76.37167,419,Lysander,99,12,0,1,33,4,0,0,0,2,0,3,0,13,4,1,23,1,0,0,2,0,0,0,0,0
275.917,67991.66018,43.21,-76.56,420,Cato,142,7,0,6,77,4,0,0,0,0,0,4,0,8,0,0,33,0,2,0,0,0,0,0,1,0
249.033,66108.89557,43.1,-76.86,421,Galen,105,15,0,7,43,2,0,0,0,1,0,5,0,8,3,0,16,4,0,0,0,0,0,0,0,1
244.952,69076.53092,42.96,-76.85,422,Junius,113,16,0,2,49,1,0,0,0,1,0,5,0,0,0,0,5,27,0,2,1,1,0,3,0,0
227.747,91717.71812,43.29,-76.66,423,Sterling,106,7,0,1,69,0,0,0,0,0,0,1,0,15,0,0,12,0,0,0,0,0,0,0,1,0
267.916,71070.33051,42.92,-76.57,424,Aurelius,135,6,0,12,72,3,0,0,0,1,0,4,0,0,1,3,30,2,0,0,1,0,0,0,0,0
244.002,66010.33194,43.08,-76.6,425,Brutus,77,17,0,0,29,2,0,0,0,0,0,4,0,1,0,1,18,2,0,0,0,0,0,2,1,0
297.568,81138.62195,42.92,-76.375,426,Marcellus,145,3,0,3,72,2,0,0,0,0,0,6,0,11,0,4,36,4,0,2,1,0,0,0,0,1
271.22,74766.7238,42.92,-76,427,Pompey,140,6,0,13,44,8,0,0,1,0,0,4,0,12,1,6,42,1,0,1,0,0,0,0,0,1
255.972,74237.17461,43.08,-76.36,428,Camillus,149,15,0,12,59,2,0,1,0,0,0,5,0,18,5,1,29,0,0,1,0,0,0,0,1,0
287.262,68272.22252,42.985,-76.195,429,Onondaga,185,7,0,12,66,3,0,1,1,0,0,5,0,12,9,13,42,13,0,0,0,0,0,0,0,1
30.2486,25850.72922,43.0985,-76.2203,430,Onond. Sa,402,41,0,18,35,5,0,25,1,23,0,20,0,46,13,3,27,99,5,25,4,3,0,4,1,4
42.9582,43626.97389,41.02,-73.758,431,Mamaronec,183,17,0,1,5,0,0,0,1,17,0,2,0,1,9,0,12,109,0,0,0,1,0,0,0,8
34.7494,35033.4992,40.93,-73.79,432,Eastchest,104,0,0,0,0,1,0,0,0,6,0,0,0,0,12,0,0,81,1,0,0,1,0,1,0,1
446.236,238938.1789,40.903,-72.552,433,ForkLongI,78,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,64,0,10,0,0,0,0,0,0
121.954,61825.76943,40.85,-73.236,434,Smithtown,55,0,3,0,0,1,3,0,0,2,0,0,0,0,3,0,3,39,0,0,0,1,0,0,0,0
646.568,177384.0992,40.86,-72.93,435,Brookhave,75,0,0,0,0,0,0,0,1,5,0,0,0,0,8,0,5,44,3,9,0,0,0,0,0,0
419.835,85988.62552,41.625,-73.665,436,Beckman _,111,5,0,4,0,2,0,0,0,8,0,4,0,0,23,4,5,52,0,2,0,2,0,0,0,0
182.618,67908.36084,41.9517,-73.71,437,Little Ni,78,3,0,2,0,0,1,0,0,4,0,1,0,0,4,0,5,47,0,8,2,0,0,0,0,1
120.769,44238.55471,42.7883,-73.2167,438,Pownal,253,3,0,0,38,46,0,0,1,13,0,0,0,4,7,6,13,91,2,15,9,0,3,0,0,2
134.323,63152.30625,42.89,-73.61,439,Scaghakto,297,1,0,9,2,6,0,0,5,0,0,7,0,0,22,9,9,90,1,120,4,0,0,6,1,5
141.802,50140.32583,42.6567,-73.5317,440,Middletow,282,5,0,4,42,18,0,0,0,7,0,0,0,81,0,4,24,40,0,15,1,0,41,0,0,0
171.606,54196.09494,42.5433,-73.6917,441,Schodack,886,26,0,8,5,4,0,0,0,5,0,35,0,4,45,9,44,398,0,292,5,0,0,3,0,3
134.987,47750.81949,42.535,-73.5567,442,Philiptow,912,26,0,3,97,38,0,0,0,42,0,11,0,122,13,8,103,363,0,79,6,0,0,1,0,0
143.792,50763.2051,42.765,-73.6267,443,Elizabeth,1057,13,0,3,41,9,0,0,4,50,0,31,0,69,36,39,97,451,2,201,5,0,2,1,3,0
183.901,64541.53226,43.0245,-73.5377,444,Saratoga,213,2,0,4,26,8,0,0,0,16,0,3,0,9,7,4,37,78,0,14,5,0,0,0,0,0
144.612,50151.02968,43.4193,-73.3128,445,Granville,76,4,0,1,27,7,0,0,0,0,0,0,0,17,2,0,17,1,0,0,0,0,0,0,0,0
179.037,71724.27635,43.0383,-73.4067,446,Cambridge,118,4,0,2,41,2,0,0,1,7,0,4,0,6,2,2,24,13,0,10,0,0,0,0,0,0
15.2052,23668.74446,43.43,-73.86,447,Warrensbu,53,0,0,2,15,4,0,0,0,0,0,0,0,19,0,1,6,1,0,0,0,0,4,0,0,1
118.083,70870.66563,43.58,-73.4867,448,South Bay,222,7,0,1,79,14,0,0,0,0,0,3,0,68,0,0,10,8,1,14,0,0,17,0,0,0
43.6237,32593.86471,43.43,-73.65,449,French Mt,70,4,0,0,9,4,0,5,0,9,0,1,0,6,3,0,4,15,0,4,2,0,0,0,4,0
115.427,44468.37193,43.8233,-73.6983,450,Schroon T,136,0,0,1,32,6,0,5,0,0,0,0,0,53,0,1,5,0,0,3,0,0,30,0,0,0
108.986,52974.11172,43.817,-73.88167,451,Hoffman T,84,0,0,0,35,18,0,0,0,0,0,0,0,5,0,1,5,0,0,0,0,0,20,0,0,0
98.0893,73091.03195,43.91,-73.82,452,West of R,235,0,0,0,75,27,0,4,0,0,0,0,6,41,0,4,14,0,0,1,0,0,63,0,0,0
235.722,94036.69252,43.96,-73.68,453,Paradox T,454,5,0,0,140,42,0,9,0,0,0,2,3,135,0,1,25,1,0,37,1,0,52,0,0,1
60.1585,71311.89672,44.22,-73.67,454,OMT _1 E_,128,2,0,2,41,9,0,0,1,0,0,1,12,8,0,3,18,1,0,0,2,0,28,0,0,0
91.0509,54009.50175,44.17,-73.72,455,Roaring B,80,2,0,2,18,10,0,0,0,0,0,0,7,18,0,1,0,0,0,1,0,0,21,0,0,0
128.422,59091.88273,44.4067,-73.4517,456,Peru Bay,270,4,0,5,76,11,0,6,0,0,0,4,0,51,3,0,45,10,1,35,0,0,19,0,0,0
25.4346,27052.95869,44.2217,-73.3883,457,Split Roc,62,4,0,1,13,0,0,2,0,0,0,0,0,15,0,1,9,9,0,5,0,0,3,0,0,0
76.8308,60044.57859,43.93,-73.5,458,SummersVa,222,7,0,3,138,7,0,1,0,0,0,0,0,14,0,3,19,1,0,2,1,0,26,0,0,0
56.4285,36580.02513,43.63,-73.58,459,Tongue Mt,88,0,0,1,26,7,0,1,0,0,0,0,0,9,1,2,5,11,0,14,1,0,10,0,0,0
77.9395,50181.17348,43.62,-73.65,460,Northwest,219,9,0,1,73,25,0,0,0,11,0,0,0,26,0,4,13,22,0,10,2,0,23,0,0,0
84.5057,69197.47166,44.85,-73.77,461,Refugee T,121,5,0,1,27,12,0,1,0,0,0,1,10,19,0,3,11,0,0,0,0,0,31,0,0,0
133.596,64925.29105,44.15,-73.53,462,Iron Ore,360,5,0,7,140,26,0,5,4,0,0,3,1,42,0,3,42,2,0,14,7,0,59,0,0,0
75.1686,41121.47427,44.2241,-73.4494,463,Taylor _,66,3,0,1,20,2,0,1,0,0,0,1,0,18,0,0,6,2,0,4,0,0,7,1,0,0
149.163,52730.06257,44.18,-73.98,464,OMT _12S,71,0,0,0,16,10,0,2,0,0,0,0,18,0,0,0,8,0,0,0,0,0,17,0,0,0
305.163,69970.87835,44.4783,-74.0133,465,_10 OMT,615,0,0,0,181,58,0,6,2,0,0,0,78,27,0,0,44,0,0,6,0,0,201,0,12,0
276.922,68572.9677,44.63,-74.06,466,OMT _9,426,3,0,0,113,66,0,6,0,0,0,0,31,18,0,1,26,0,0,1,0,0,161,0,0,0
161.032,80626.89579,43.3583,-73.7717,467,Luzerne T,310,4,0,0,88,16,0,0,0,0,0,0,0,79,2,3,18,62,0,29,0,0,9,0,0,0
199.071,78198.78007,43.243,-73.47,468,Argyle _t,424,14,0,2,138,25,0,0,0,22,0,8,0,71,6,24,47,40,2,11,7,0,0,0,1,6
129.831,53679.78215,42.89,-74,469,Kay Schen,137,22,0,2,26,2,0,0,0,1,0,5,0,9,4,8,17,18,2,11,8,0,0,0,0,2
28.3761,23068.06595,42.9,-73.73,470,Sara Sout,88,5,0,5,1,0,0,0,0,1,0,4,0,1,5,7,6,27,1,24,1,0,0,0,0,0
199.472,66955.99739,42.9953,-73.6743,471,Stillwate,202,13,0,1,14,0,0,0,2,16,0,14,0,1,1,2,9,63,0,63,0,0,0,3,0,0
109.001,44586.51109,43.46,-74.08,472,Palmers P,63,0,0,2,16,8,0,0,0,0,0,0,0,14,0,0,9,0,0,1,0,0,12,0,1,0
35.6202,27271.79598,43.552,-73.993,473,T_C Gore,54,0,0,0,23,2,0,0,0,0,0,1,0,6,0,0,6,0,1,1,0,0,14,0,0,0
198.803,57574.67543,43.7167,-73.7317,474,Brandt La,331,9,0,4,118,23,0,2,1,0,0,2,1,76,0,2,25,2,2,4,1,0,59,0,0,0
102.965,40711.12234,43.95,-74.1667,475,T_C _27,115,1,0,0,28,18,0,1,0,0,0,0,11,2,0,0,16,0,1,1,0,0,35,0,1,0
71.9158,35077.3496,44.085,-74.3033,476,T_C _50,78,0,0,0,20,15,0,0,0,0,0,0,7,7,0,0,8,0,0,1,0,0,20,0,0,0
119.499,45564.61779,44.0333,-74.57,477,T_C _23,248,1,0,1,58,27,0,1,0,0,0,0,24,11,0,0,29,0,0,3,0,0,86,0,7,0
62.7375,33300.33167,44.065,-74.72,478,T_C _37,128,0,0,0,33,5,0,2,0,0,0,0,21,5,0,0,11,0,0,2,0,0,47,0,2,0
107.908,42526.52371,43.94,-74.74,479,T_C _39,164,1,0,0,44,18,0,0,0,0,0,0,15,3,0,0,8,0,1,0,0,0,68,0,6,0
103.632,42561.03119,44.0317,-74.975,480,T_C _43 _,225,0,0,0,65,21,0,0,0,0,0,0,13,10,0,0,10,0,0,1,0,0,98,0,7,0
113.551,43641.92565,43.9483,-74.905,481,T_C _42,141,0,0,0,28,22,0,0,0,0,0,0,17,6,0,0,14,0,0,0,0,0,49,0,5,0
130.142,48111.57839,43.5983,-75.015,482,MRT _1,328,0,0,0,143,30,0,0,1,0,0,0,5,10,0,0,28,0,1,0,0,0,110,0,0,0
95.955,39204.56939,43.66,-74.88,483,MRT _2,145,0,0,0,36,12,0,1,0,0,0,0,4,6,0,0,17,0,0,0,0,0,69,0,0,0
85.4962,37046.28102,43.705,-74.7967,484,MRT _3,134,1,0,1,40,12,0,0,0,0,0,0,7,6,0,0,10,0,0,0,0,0,57,0,0,0
127.913,47351.66541,43.5,-74.57,485,MRT _9,186,0,0,1,57,26,0,0,0,0,0,0,23,8,0,0,17,0,2,0,0,0,51,0,1,0
94.6323,38895.34645,43.64,-74.72,486,MRT _4,132,1,0,0,23,22,0,0,0,0,0,0,27,3,0,0,8,0,2,3,0,0,41,0,2,0
254.72,69756.24033,43.2817,-74.4183,487,BensonNY,223,1,0,0,79,9,0,0,0,0,0,1,5,31,0,0,14,0,8,0,0,0,75,0,0,0
278.01,73135.56575,43.38,-74.53,488,Oxbow,287,5,0,1,87,33,0,0,1,0,0,0,15,30,0,1,28,1,2,5,0,0,77,0,1,0
98.6957,46290.25789,44.74,-71.58,489,Stratford,251,2,0,0,92,26,0,1,0,0,0,0,6,22,0,0,20,0,0,0,0,0,82,0,0,0
62.3602,34777.91904,44.1318,-72.3843,490,Kempton _,96,4,0,1,31,11,0,1,0,0,0,1,1,7,0,1,29,0,0,0,0,0,9,0,0,0
118.128,47762.77098,43.99,-73.01,491,Ripton __,161,1,0,2,40,36,0,0,1,0,0,0,4,11,0,0,9,0,1,1,0,0,55,0,0,0
101.478,42622.28155,44.3854,-72.7443,492,Wat_byVT,185,2,0,2,56,23,0,0,0,0,0,6,0,46,0,5,19,0,0,3,0,0,20,0,0,3
106.84,42924.26381,44.3347,-72.6335,493,Middlesex,147,1,0,3,46,7,0,0,0,0,0,0,4,31,0,2,22,0,2,2,0,0,26,0,0,1
156.525,58093.12704,44.324,-72.95,494,New Hunti,378,10,0,1,181,24,0,0,0,0,0,6,0,56,0,0,70,1,1,2,0,0,24,0,0,2
78.3609,41979.76181,44.431,-73.087,495,Williston,318,6,0,11,162,10,0,3,0,0,0,9,0,27,2,20,45,4,1,7,1,0,2,3,0,5
138.152,61422.97958,44.3617,-73.05667,496,Hindsburg,122,4,0,7,43,8,0,0,0,0,0,5,0,6,2,4,27,2,1,2,0,0,8,0,0,3
64.1206,43823.37153,44.3933,-73.74,497,Jay _NY),102,4,0,3,22,4,0,1,0,0,0,2,0,1,0,2,16,6,0,22,3,0,16,0,0,0
198.543,90208.63332,44.31,-73.65,498,Henry_s S,426,6,0,6,130,67,0,0,1,0,0,1,8,30,0,3,48,8,0,12,2,0,104,0,0,0
36.1475,29021.81382,43.758,-73.392,499,Hutton's,187,17,0,4,41,6,0,0,0,0,0,4,0,67,2,6,13,14,0,10,3,0,0,0,0,0
239.236,67784.00764,42.4117,-73.4634,500,Can_nNY,84,3,0,0,8,3,0,0,1,10,0,1,0,5,5,0,6,21,5,15,1,0,0,0,0,0
188.93,59786.47215,42.4106,-73.5864,501,Chatham,99,2,0,0,1,2,0,0,0,7,0,4,0,1,10,0,8,49,5,7,0,1,0,0,0,2
116.062,68742.52726,43.631,-73.335,502,Fair_West,660,24,0,27,184,31,0,8,0,0,0,23,0,127,9,38,91,48,2,43,0,0,2,1,0,2
267.639,69098.25719,42.2489,-73.73276,503,Hudson_Cl,315,0,0,3,1,1,0,2,1,16,0,11,0,3,36,8,22,179,6,16,3,0,0,2,0,5
578.868,121917.3263,42.135,-73.7482,504,Living_Co,62,3,0,1,1,2,0,0,1,4,0,1,0,2,4,0,6,30,0,5,0,0,0,2,0,0
259.366,69539.38678,43.778,-72.94,505,Chitt_Phi,97,2,0,0,41,8,0,0,0,0,0,2,0,2,0,0,25,0,0,0,0,0,17,0,0,0
262.689,71564.01149,44.34,-74.03,506,OMT _11,392,1,0,1,79,56,0,10,1,0,0,0,51,12,0,4,50,0,0,4,4,0,104,0,15,0
